"N_Policy","Company","Category","Char","Started","Expired","TK","City","District","Mark","Use","Gender","Gross","Net","Commissions","id"
"32166649","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΒ9947","14/03/2020","14/09/2020","64100","ΕΛΕΥΘΕΡΟΥΠΟΛΗ","ΚΑΒΑΛΑΣ","FORD","ΕΙΧ","1",10.49,9.08,0.91,487
"50399","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΖΒ9947","14/03/2020","14/09/2020","64100","ΕΛΕΥΘΕΡΟΥΠΟΛΗ","ΚΑΒΑΛΑΣ","FORD","ΕΙΧ","1",1.5,1,0.22,487
"77918","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΒ9947","14/03/2020","14/09/2020","64100","ΕΛΕΥΘΕΡΟΥΠΟΛΗ","ΚΑΒΑΛΑΣ","FORD","ΕΙΧ","1",2.5,1.81,0.4,487
"5228735","Eurolife FFH","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΒ9947","14/03/2020","14/09/2020","64100","ΕΛΕΥΘΕΡΟΥΠΟΛΗ","ΚΑΒΑΛΑΣ","FORD","ΕΙΧ","1",87.67,60.08,13.22,487
"668726","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΗΖ4866","27/07/2020","27/01/2021","17455","ΑΛΙΜΟΣ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","2",11,7.36,0.29,464
"91517","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΗΖ4866","27/07/2020","27/01/2021","17455","ΑΛΙΜΟΣ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","2",2.5,1.81,0.4,464
"32111840","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΖ4866","27/07/2020","27/01/2021","17455","ΑΛΙΜΟΣ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","2",106.61,72.87,7.29,464
"31815636","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΡ8828","05/04/2020","05/04/2021","17676","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",288.01,197.6,19.76,416
"32099394","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΟΟ3553","03/01/2020","03/01/2021","15124","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","SMART","ΕΙΧ","2",489.75,336.99,33.7,457
"32232797","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΜΡ5232","06/05/2020","06/11/2020","10673","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",102.39,69.98,7,167
"117953","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΜΡ5232","06/11/2020","06/05/2021","10673","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",2.5,1.81,0.4,167
"53896","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΜΡ5232","06/05/2020","06/11/2020","10673","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",1.5,1,0.22,167
"69648","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΜΡ5232","06/11/2020","06/05/2021","10673","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",1.5,1,0.22,167
"32232797","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΜΡ5232","06/11/2020","06/05/2021","10673","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",104.15,71.18,7.12,167
"283603","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΜΡ5232","06/11/2020","06/05/2021","10673","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",11,7.66,0.31,167
"654751","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΜΡ5232","06/05/2020","06/11/2020","10673","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",11,7.36,0.29,167
"85027","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΜΡ5232","06/05/2020","06/11/2020","10673","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","OPEL","ΕΙΧ","1",2.5,1.81,0.4,167
"31693824","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΥΥ9022","27/12/2020","27/12/2021","11525","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","BMW","ΕΙΧ","1",254.83,174.95,17.5,218
"122049","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΥΥ9022","27/12/2020","27/12/2021","11525","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","BMW","ΕΙΧ","1",5,3.62,0.8,218
"126056","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΥΚ7739","16/11/2020","16/02/2021","17676","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",1.25,0.91,0.2,244
"300837","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΥΚ7739","16/11/2020","16/02/2021","17676","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",5,3.48,0.16,244
"61238854","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΖΥΚ7739","16/11/2020","16/02/2021","17676","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",56.07,40.06,8.19,244
"27682","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΖΥΚ7739","16/11/2020","16/02/2021","17676","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",4.5,3.05,0.4,244
"27682","ETU Forsikring A/S","ΑΥΤΟΚΙΝΗΤΟ","ΖΥΚ7739","16/11/2020","16/02/2021","17676","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",4.5,3.05,0,244
"62347","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΧΤ5246","05/08/2020","05/02/2021","14123","ΛΥΚΟΒΡΥΣΗ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",1.5,1,0.22,36
"102995","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΧΤ5246","05/08/2020","05/02/2021","14123","ΛΥΚΟΒΡΥΣΗ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",2.5,1.81,0.4,36
"21775","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΧΤ5246","05/08/2020","05/02/2021","14123","ΛΥΚΟΒΡΥΣΗ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",9,6.26,0.19,36
"32374346","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΧΤ5246","05/08/2020","05/02/2021","14123","ΛΥΚΟΒΡΥΣΗ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",103.81,70.94,7.09,36
"63656","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΖΖ9348","12/01/2020","12/07/2020","11742","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",2.5,1.81,0.4,460
"7199908032","INTERASCO","ΑΥΤΟΚΙΝΗΤΟ","ΙΖΖ9348","12/01/2020","12/07/2020","11742","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",98.2,64.22,14.77,460
"603955","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΖΖ9348","12/01/2020","12/07/2020","11742","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",11,7.36,0.29,460
"32106953","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΖΖ9348","12/01/2020","12/07/2020","11742","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","NISSAN","ΕΙΧ","1",10.37,8.97,0.9,460
"AIE0051793","Accredited Insurance (Europe) Limited","ΑΥΤΟΚΙΝΗΤΟ","ΕΜΗ8723","24/11/2020","24/11/2021","84400","ΠΑΡΟΣ","ΚΥΚΛΑΔΩΝ","SKODA","ΕΙΧ","1",99.65,66.83,10.69,615
"45503","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΗΕ8714","07/02/2020","07/08/2020","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",1.5,1,0.22,193
"32130050","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΕ8714","07/02/2020","07/08/2020","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",10.37,8.97,0.9,193
"60903","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΗΕ8714","07/08/2020","07/02/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",1.5,1,0.22,193
"5136895","Eurolife FFH","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΕ8714","07/08/2020","07/02/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",118.85,81.35,17.9,193
"99691","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΗΕ8714","07/08/2020","07/02/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",2.5,1.81,0.4,193
"5136895","Eurolife FFH","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΕ8714","07/02/2020","07/08/2020","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",114.81,78.6,17.29,193
"67293","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΗΕ8714","07/02/2020","07/08/2020","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",2.5,1.81,0.4,193
"12024","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΥΗΕ8714","07/08/2020","07/02/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",10,6.8,0.88,193
"61455093","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΖΚΑ7505","14/09/2020","14/03/2021","15772","ΖΩΓΡΑΦΟΣ","ΑΤΤΙΚΗΣ","SKODA","ΕΙΧ","1",106.01,75.58,15.12,599
"61455093","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΖΚΑ7505","14/03/2020","14/09/2020","15772","ΖΩΓΡΑΦΟΣ","ΑΤΤΙΚΗΣ","SKODA","ΕΙΧ","1",110.2,78.57,15.71,599
"107813","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΚΝ1811","24/08/2020","24/08/2021","17343","ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ","ΑΤΤΙΚΗΣ","LEXUS","ΕΙΧ","1",5,3.62,0.8,69
"32401886","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΝ1811","24/08/2020","24/08/2021","17343","ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ","ΑΤΤΙΚΗΣ","LEXUS","ΕΙΧ","1",301.6,206.73,20.67,69
"123111","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΖΒ1194","08/11/2020","08/11/2021","16342","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","HONDA","ΕΙΧ","1",5,3.62,0.8,229
"32485991","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΖΒ1194","08/11/2020","08/11/2021","16342","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","HONDA","ΕΙΧ","1",217.85,149.44,14.94,229
"32310890","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΚΗ7836","24/06/2020","24/06/2021","17672","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",164.79,112.51,11.25,544
"677653","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΚΗ7836","24/06/2020","24/06/2021","17672","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",22,14.72,0.59,544
"95894","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΚΗ7836","24/06/2020","24/06/2021","17672","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",5,3.62,0.8,544
"58912","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΚΗ7836","24/06/2020","24/06/2021","17672","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",3,2.01,0.44,544
"32522669","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΤ1364","25/12/2020","25/12/2021","16122","ΚΑΙΣΑΡΙΑΝΗ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",140.06,95.78,9.58,262
"128202","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΗΤ1364","25/12/2020","25/12/2021","16122","ΚΑΙΣΑΡΙΑΝΗ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",5,3.62,0.8,262
"74338","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΗΤ1364","25/12/2020","25/12/2021","16122","ΚΑΙΣΑΡΙΑΝΗ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",3,2.01,0.44,262
"303913","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΗΤ1364","25/12/2020","25/12/2021","16122","ΚΑΙΣΑΡΙΑΝΗ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",20,13.91,0.63,262
"61885166","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΙΗΡ2727","06/03/2020","06/06/2020","17342","ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",53.07,37.83,7.57,604
"629145","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΗΡ2727","06/03/2020","06/06/2020","17342","ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",5.5,3.68,0.15,604
"61244521","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΖΜΙ4106","21/12/2020","21/06/2021","19010","ΚΑΛΥΒΙΑ ΘΟΡΙΚΟΥ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",102.52,73.27,7.45,269
"130615","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΜΙ4106","21/12/2020","21/06/2021","19010","ΚΑΛΥΒΙΑ ΘΟΡΙΚΟΥ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",2.5,1.81,0.4,269
"309060","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΜΙ4106","21/12/2020","21/06/2021","19010","ΚΑΛΥΒΙΑ ΘΟΡΙΚΟΥ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",10,6.96,0.31,269
"62523774","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΥΡΙ4419","11/11/2020","11/02/2021","24200","ΜΕΣΣΗΝΗ","ΜΕΣΣΗΝΙΑΣ","PEUGEOT","ΕΙΧ","1",40.26,28.81,5.76,510
"32233562","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΡΙ4419","11/05/2020","11/11/2020","24200","ΜΕΣΣΗΝΗ","ΜΕΣΣΗΝΙΑΣ","PEUGEOT","ΕΙΧ","1",73.43,50.22,5.02,510
"72962","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΡΙ4419","11/11/2020","11/02/2021","24200","ΜΕΣΣΗΝΗ","ΜΕΣΣΗΝΙΑΣ","PEUGEOT","ΕΙΧ","1",0.75,0.5,0.11,510
"32469647","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΟΡΕ4804","15/10/2020","15/04/2021","30001","ΝΕΟΧΩΡΙ ΑΙΤΩΛ.ΝΙΑΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","PEUGEOT","ΕΙΧ","1",69.91,47.85,4.79,180
"70241","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΟΡΕ4804","15/10/2020","15/04/2021","30001","ΝΕΟΧΩΡΙ ΑΙΤΩΛ.ΝΙΑΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","PEUGEOT","ΕΙΧ","1",1.5,1,0.22,180
"286822","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΟΡΕ4804","15/10/2020","15/04/2021","30001","ΝΕΟΧΩΡΙ ΑΙΤΩΛ.ΝΙΑΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","PEUGEOT","ΕΙΧ","1",10,6.96,0.31,180
"119329","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΟΡΕ4804","15/10/2020","15/04/2021","30001","ΝΕΟΧΩΡΙ ΑΙΤΩΛ.ΝΙΑΣ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑΣ","PEUGEOT","ΕΙΧ","1",2.5,1.81,0.4,180
"31979081","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΤ2344","19/09/2020","19/09/2021","15771",NA,NA,"MERCEDES","ΕΙΧ","1",278.93,191.37,19.14,63
"105475","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΜΤ2344","19/09/2020","19/09/2021","15771",NA,NA,"MERCEDES","ΕΙΧ","1",5,3.62,0.8,63
"32531459","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΡΖ1051","28/12/2020","28/12/2021","14342","ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",215.74,148.1,14.81,276
"132676","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΡΖ1051","28/12/2020","28/12/2021","14342","ΝΕΑ ΦΙΛΑΔΕΛΦΕΙΑ","ΑΤΤΙΚΗΣ","VOLKSWAGEN","ΕΙΧ","1",5,3.62,0.8,276
"118874","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΒΜ8151","28/10/2020","28/10/2021","16341","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",5,3.62,0.8,175
"32464187","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΒΜ8151","28/10/2020","28/10/2021","16341","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","FORD","ΕΙΧ","1",227.68,156.12,15.61,175
"285756","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΗΧ5043","21/10/2020","21/01/2021","16343","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","MERCEDES-BENZ","ΕΙΧ","1",5,3.48,0.16,175
"61230196","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΖΗΧ5043","21/10/2020","21/01/2021","16343","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","MERCEDES-BENZ","ΕΙΧ","1",63.63,45.44,9.38,175
"118871","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΗΧ5043","21/10/2020","21/01/2021","16343","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","MERCEDES-BENZ","ΕΙΧ","1",1.25,0.91,0.2,175
"23446","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΖΗΧ5043","21/10/2020","21/01/2021","16343","ΗΛΙΟΥΠΟΛΗ","ΑΤΤΙΚΗΣ","MERCEDES-BENZ","ΕΙΧ","1",4.5,3.05,0.4,175
"88763","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΒΙΖ9791","13/05/2020","13/05/2021","17341","ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ","ΑΤΤΙΚΗΣ","BMW","ΕΙΧ","1",5,3.62,0.8,521
"32247559","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΒΙΖ9791","13/05/2020","13/05/2021","17341","ΑΓΙΟΣ ΔΗΜΗΤΡΙΟΣ","ΑΤΤΙΚΗΣ","BMW","ΕΙΧ","1",215.55,147.93,14.79,521
"294473","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΤΒ1021","06/11/2020","06/02/2021","11526","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",5,3.48,0.16,234
"25538","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΥΤΒ1021","06/11/2020","06/02/2021","11526","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",4.5,3.05,0.4,234
"123495","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΤΒ1021","06/11/2020","06/02/2021","11526","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",1.25,0.91,0.2,234
"61236638","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΥΤΒ1021","06/11/2020","06/02/2021","11526","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","AUDI","ΕΙΧ","1",53.37,38.15,7.77,234
"72282","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΧΡ2768","01/03/2020","01/09/2020","15342","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SUZUKI","ΕΙΧ","3",2.5,1.81,0.4,75
"5141976","Eurolife FFH","ΑΥΤΟΚΙΝΗΤΟ","ΥΧΡ2768","01/03/2020","01/09/2020","15342","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SUZUKI","ΕΙΧ","3",107.72,73.74,16.22,75
"262080","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΧΡ2768","01/09/2020","01/03/2021","15342","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SUZUKI","ΕΙΧ","3",9,6.26,0.19,75
"32408511","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΧΡ2768","01/09/2020","01/03/2021","15342","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SUZUKI","ΕΙΧ","3",90.82,62.1,6.21,75
"5141976","Eurolife FFH","ΑΥΤΟΚΙΝΗΤΟ","ΥΧΡ2768","01/09/2020","01/03/2021","15342","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SUZUKI","ΕΙΧ","3",107.53,73.62,16.2,75
"32147176","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΧΡ2768","01/03/2020","01/09/2020","15342","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SUZUKI","ΕΙΧ","3",10.49,9.08,0.91,75
"64970","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΧΡ2768","01/09/2020","01/03/2021","15342","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SUZUKI","ΕΙΧ","3",1.5,1,0.22,75
"108632","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΧΡ2768","01/09/2020","01/03/2021","15342","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SUZUKI","ΕΙΧ","3",2.5,1.81,0.4,75
"419138938","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΒΡΑ586","27/09/2020","27/09/2021","12132","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","HONDA","ΜΟΤΟ","1",72.59,54,11.34,578
"419138934","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΒΡΤ632","04/10/2020","04/10/2021","12132","ΠΕΡΙΣΤΕΡΙ","ΑΤΤΙΚΗΣ","SUZUKI","ΜΟΤΟ","1",72.59,54,11.34,578
"419125247","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΧΕΝ0057","20/07/2020","20/07/2021","18454","ΝΙΚΑΙΑ","ΑΤΤΙΚΗΣ","YAMAHA","ΜΟΤΟ","1",72.59,54,11.34,320
"19964","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΧΕΝ0057","20/07/2020","20/07/2021","18454","ΝΙΚΑΙΑ","ΑΤΤΙΚΗΣ","YAMAHA","ΜΟΤΟ","1",18,12.52,0.38,320
"643540","MAPFRE ASISTENCIA","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΡΤ0978","01/05/2020","01/11/2020","17673","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","YAMAHA","ΜΟΤΟ","1",11,7.36,0.29,307
"85496","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΒΖ4128","20/06/2020","20/12/2020","17673","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",2.5,1.81,0.4,307
"19.216007000000001","INTERLIFE ΑΣΦΑΛΙΣΤΙΚΗ","ΑΥΤΟΚΙΝΗΤΟ","ΙΡΤ0978","01/05/2020","01/11/2020","17673","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","YAMAHA","ΜΟΤΟ","1",67.43,46.4,10.21,307
