"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","District","Gross","Net","Commissions","id"
"19013292373","имтеясакомийа","аутойимгтым","аМАМщЫСГ","увв8285","01/06/2017","01/12/2017","ахгма","аттийг",124,84,16.8,99
"213612466","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уйв3564","26/07/2017","26/10/2017","гкиоупокг","аттийг",63,42.54,8.51,1823
"31280313","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","уга7413","15/09/2017","15/03/2018","алаяоусиоу","аттийг",63.95,43.62,8.72,136
"11097002","думалис","аутойимгтым","мщО сУЛБЭКАИО","уга7413","15/03/2017","15/09/2017","алаяоусиоу","аттийг",97.79,64.19,12.84,136
"31280313","имтеяалеяийам","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","уга7413","15/09/2017","15/03/2018","алаяоусиоу","аттийг",22.67,15.77,3.15,136
"213491039","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ифл6626","12/06/2017","12/12/2017","жакгяо","аттийг",114,76.86,15.37,1820
"31342214","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","ифл6626","12/12/2017","12/12/2018","жакгяо","аттийг",171.66,117.64,23.53,1820
"7190052956","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","бег716","23/06/2017","23/12/2017","ахгма","аттийг",41.01,27.9,5.58,22
"7199704983","INTERASCO","аутойимгтым","аМАМщЫСГ","фйм3732","22/04/2017","22/04/2018","цакатси","аттийг",219.99,145.07,29.01,494
"31249921","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","тфб998","24/08/2017","24/02/2018","цакатси","аттийг",44.15,30.33,6.07,494
"7190045674","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","яяа5108","29/04/2017","29/04/2018","каяиса","каяисгс",154.99,105.93,21.19,165
"213632678","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","меа6648","11/08/2017","11/02/2018","каяиса","каяисгс",22,14.77,2.95,165
"11115631","думалис","аутойимгтым","мщО сУЛБЭКАИО","маб9101","09/06/2017","09/12/2017","каяиса","каяисгс",26.62,17.5,3.5,165
"2224052787","удяоцеиос","сйажым","мщО сУЛБЭКАИО",NA,"04/07/2017","04/07/2018","маноу","маноу",80.01,59.46,10.11,1829
"7199803660","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","ийт3896","07/02/2017","07/02/2018",NA,NA,161.1,105.78,21.16,336
"1314942","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","ооб0308","28/05/2017","28/08/2017",NA,NA,47,29.55,5.91,336
"1314942","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","ооб0308","28/08/2017","28/11/2017",NA,NA,47,29.55,5.91,336
"1314942","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","ооб0308","28/02/2017","28/05/2017",NA,NA,47,29.53,5.91,336
"7199719484","INTERASCO","аутойимгтым","аМАМщЫСГ","ифб2235","24/04/2017","24/10/2017","йалатеяо","аттийг",143.66,94.73,18.95,1740
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/10/2017","03/11/2017","йаккихеа","аттийг",88.98,71,14.58,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/02/2017","03/03/2017","йаккихеа","аттийг",84.97,67.81,15.65,440
"11439415","GENERALI","фыгс","аМАМщЫСГ",NA,"29/03/2017","29/09/2017","йаккихеа","аттийг",136.06,107.59,18.3,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/11/2017","03/12/2017","йаккихеа","аттийг",88.98,71,14.58,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/12/2017","03/01/2018","йаккихеа","аттийг",88.98,71,14.58,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/01/2017","03/02/2017","йаккихеа","аттийг",84.97,67.81,15.65,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/08/2017","03/09/2017","йаккихеа","аттийг",84.97,67.81,16.01,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/07/2017","03/08/2017","йаккихеа","аттийг",84.97,67.81,15.65,440
"4078","суметаияистийг","фыгс","аМАМщЫСГ",NA,"26/03/2017","26/09/2017","йаккихеа","аттийг",213.19,182.84,31.08,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/09/2017","03/10/2017","йаккихеа","аттийг",84.97,67.81,16.16,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/04/2017","03/05/2017","йаккихеа","аттийг",84.97,67.81,15.65,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/03/2017","03/04/2017","йаккихеа","аттийг",84.97,67.81,15.65,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/05/2017","03/06/2017","йаккихеа","аттийг",84.97,67.81,15.65,440
"11441611","GENERALI","фыгс","аМАМщЫСГ",NA,"03/06/2017","03/07/2017","йаккихеа","аттийг",84.97,67.81,15.65,440
"4078","суметаияистийг","фыгс","аМАМщЫСГ",NA,"26/09/2017","26/03/2018","йаккихеа","аттийг",223.77,191.9,32.62,440
"11439415","GENERALI","фыгс","аМАМщЫСГ",NA,"29/09/2017","29/03/2018","йаккихеа","аттийг",136.06,107.59,18.3,440
"19013031093","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифт2616","13/02/2017","13/05/2017","лосвато","аттийг",75,50.83,10.17,1462
"213637468","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ифт2616","18/08/2017","18/11/2017","лосвато","аттийг",75,50.83,10.17,1462
"19013031093","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ифт2616","13/05/2017","13/08/2017","лосвато","аттийг",75,50.83,10.17,1462
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/05/2017","07/06/2017","йяуомеяи","аттийг",55.23,44.68,9.7,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/06/2017","07/07/2017","йяуомеяи","аттийг",55.23,44.68,9.7,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/07/2017","07/08/2017","йяуомеяи","аттийг",58.28,47.09,9.16,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/04/2017","07/05/2017","йяуомеяи","аттийг",55.23,44.68,9.7,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/01/2017","07/02/2017","йяуомеяи","аттийг",55.23,44.68,9.7,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/12/2017","07/01/2018","йяуомеяи","аттийг",58.28,47.09,9.28,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/08/2017","07/09/2017","йяуомеяи","аттийг",58.28,47.09,9.16,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/09/2017","07/10/2017","йяуомеяи","аттийг",58.28,47.09,9.28,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/10/2017","07/11/2017","йяуомеяи","аттийг",58.28,47.09,9.28,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/03/2017","07/04/2017","йяуомеяи","аттийг",55.23,44.68,9.7,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/11/2017","07/12/2017","йяуомеяи","аттийг",58.28,47.09,9.28,1153
"11401443","GENERALI","фыгс","аМАМщЫСГ",NA,"07/02/2017","07/03/2017","йяуомеяи","аттийг",55.23,44.68,9.7,1153
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/07/2017","12/08/2017","йаккихеа","аттийг",47.11,37.76,8.11,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/08/2017","12/09/2017","йаккихеа","аттийг",50.07,40.09,7.56,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/09/2017","12/10/2017","йаккихеа","аттийг",50.07,40.09,7.56,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/10/2017","12/11/2017","йаккихеа","аттийг",50.07,40.09,7.56,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/06/2017","12/07/2017","йаккихеа","аттийг",47.11,37.76,8.11,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/12/2017","12/01/2018","йаккихеа","аттийг",50.07,40.09,7.69,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/11/2017","12/12/2017","йаккихеа","аттийг",50.07,40.09,7.69,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/05/2017","12/06/2017","йаккихеа","аттийг",47.11,37.76,8.11,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/04/2017","12/05/2017","йаккихеа","аттийг",47.11,37.76,8.11,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/02/2017","12/03/2017","йаккихеа","аттийг",47.11,37.76,8.11,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/03/2017","12/04/2017","йаккихеа","аттийг",47.11,37.76,8.11,938
"11419606","GENERALI","фыгс","аМАМщЫСГ",NA,"12/01/2017","12/02/2017","йаккихеа","аттийг",47.11,37.76,8.11,938
"7190061634","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","фуа2408","21/07/2017","21/07/2018",NA,NA,153.71,104.7,20.94,841
"7190066132","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","ифо8076","23/08/2017","23/02/2018","патяеым","авазас",144.92,99.21,18.57,450
"1325792","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","оул148","12/04/2017","12/07/2017","пеияаиас","аттийг",53.5,34.06,6.09,356
"1325792","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","оул148","12/07/2017","12/10/2017","пеияаиас","аттийг",54,34.09,6.09,356
"6168943","GROUPAMA","пуяос","аМАМщЫСГ",NA,"04/10/2017","04/10/2018","пеияаиас","аттийг",70.33,50.94,12.23,152
"19.211397510000001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ияб0374","09/09/2017","09/09/2018","амдяоу","йуйкадым",113.78,78.25,16.43,87
"31261270","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","офв635","19/08/2017","19/08/2018","икиом","аттийг",85.34,58.68,11.74,1834
"7190046724","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","луб8843","04/11/2017","04/05/2018","цеяас","кесбоу",77.76,52.83,10.57,1214
"7190046724","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","луб8843","04/05/2017","04/11/2017","цеяас","кесбоу",77.12,52.39,10.48,1214
"ет0092","суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","уиб5857","05/07/2017","05/10/2017","ахгма","аттийг",54,36.41,7.28,664
"59663377","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","ффл2141","05/07/2017","05/10/2017","ахгма","аттийг",59.11,42.02,9.66,664
"19.21066948","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оаб866","05/07/2017","05/01/2018","ахгма","аттийг",65.77,45.25,9.5,664
"59663377","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","ффл2141","05/07/2017","05/10/2017","ахгма","аттийг",0.92,0.8,0.06,664
"ям6095","суметаияистийг","аутойимгтым","аМАМщЫСГ","уоо8663","09/01/2017","09/04/2017","ахгма","аттийг",61.5,41.65,8.33,1482
"яс7599","суметаияистийг","аутойимгтым","аМАМщЫСГ","уоо8663","09/07/2017","09/10/2017","ахгма","аттийг",61.5,41.65,8.33,1482
"яп1065","суметаияистийг","аутойимгтым","аМАМщЫСГ","уоо8663","09/04/2017","09/07/2017","ахгма","аттийг",61.5,41.65,8.33,1482
"яж6645","суметаияистийг","аутойимгтым","аМАМщЫСГ","уоо8663","09/10/2017","09/01/2018","ахгма","аттийг",61.5,41.65,8.33,1482
"11515826","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"21/03/2017","21/09/2017","икиом","аттийг",192.15,154.97,36.59,1279
"11515826","GENERALI","фыгс","аМАМщЫСГ",NA,"21/09/2017","21/03/2018","икиом","аттийг",192.15,154.97,36.59,1279
"7199821116","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","итб4708","26/10/2017","26/10/2018","икиом","аттийг",246.14,162.27,32.45,1279
"213348626","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ффи9706","17/03/2017","17/06/2017","ацяимио","аитыкойаямамиа",60,40.17,8.03,302
"11526996","GENERALI","фыгс","аМАМщЫСГ",NA,"18/07/2017","18/08/2017","ахгма","аттийг",53.33,42.66,9.74,1773
"11526996","GENERALI","фыгс","аМАМщЫСГ",NA,"18/06/2017","18/07/2017","ахгма","аттийг",53.33,42.66,9.74,1773
"11526996","GENERALI","фыгс","аМАМщЫСГ",NA,"18/08/2017","18/09/2017","ахгма","аттийг",53.33,42.66,9.74,1773
"11526996","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"18/04/2017","18/05/2017","ахгма","аттийг",53.33,42.66,9.74,1773
"11526996","GENERALI","фыгс","аМАМщЫСГ",NA,"18/09/2017","18/10/2017","ахгма","аттийг",53.33,42.66,9.74,1773
"11526996","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"18/10/2017","18/11/2017","ахгма","аттийг",0.01,0.01,9.24,1773
"11526996","GENERALI","фыгс","аМАМщЫСГ",NA,"18/10/2017","18/11/2017","ахгма","аттийг",53.33,42.66,0.5,1773
"11526996","GENERALI","фыгс","аМАМщЫСГ",NA,"18/05/2017","18/06/2017","ахгма","аттийг",53.33,42.66,9.74,1773
"11526996","GENERALI","фыгс","аМАМщЫСГ",NA,"18/12/2017","18/01/2018","ахгма","аттийг",53.33,42.66,9.74,1773
"11526996","GENERALI","фыгс","аМАМщЫСГ",NA,"18/11/2017","18/12/2017","ахгма","аттийг",53.33,42.66,9.74,1773
"21514410","ALLIANZ","аутойимгтым","мщО сУЛБЭКАИО","аил2858","01/12/2017","01/06/2018","ахгма","аттийг",175.93,123.86,23.53,215
"213787837","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ооа0107","26/12/2017","26/12/2018","ацяимиоу","аитыкойаямамиа",132,89.57,17.91,515
"7199808655","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","ифб1298","10/04/2017","10/10/2017","амдяоу","йуйкадым",100.13,65.88,13.18,887
"19013067281","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ффй7207","06/06/2017","06/12/2017","ахгма","аттийг",142,96.17,19.23,754
"213724303","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","фут8858","27/10/2017","27/01/2018","ахгма","аттийг",67,45.32,9.06,754
"5043898","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","атг0848","24/06/2017","24/09/2017","тяиййаиым","тяийакым",18.33,12.56,2.51,944
"19013121494","имтеясакомийа","аутойимгтым","аМАМщЫСГ","иов1615","14/01/2017","14/07/2017","меа иымиа","аттийг",196,133.67,26.73,1703
"19013121494","имтеясакомийа","аутойимгтым","аМАМщЫСГ","иов1615","14/07/2017","14/01/2018","меа иымиа","аттийг",190,129.25,25.85,1703
"7190054167","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","имя0035","30/06/2017","30/12/2017","ахгма","аттийг",80.55,54.71,10.94,542
"19.211883010000001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","тга766","01/11/2017","01/05/2018","цеяайас","аттийг",87.77,60.57,12.72,28
"213621908","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","уфг3348","05/08/2017","05/02/2018","цеяайас","аттийг",142,96.17,19.23,28
"59283077","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","вяф380","20/02/2017","20/05/2017","цаиос","йеяйуяас",31.54,22.44,5.16,1851
"59283077","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","вяф380","20/02/2017","20/05/2017","цаиос","йеяйуяас",0.92,0.8,0.06,1851
"7190053493","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","йяе0003","24/06/2017","24/12/2017","цаиос","йеяйуяас",31.16,21.23,4.25,1851
"7190053493","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","йяе0003","24/12/2017","24/06/2018","цаиос","йеяйуяас",31.79,21.67,4.33,1851
"19.211789639999999","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","аоу0003","24/10/2017","24/01/2018","лессатидос/обяиас","авазас",41.38,28.44,5.97,1799
"19.210311919999999","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","втм0354","19/06/2017","19/12/2017","ахгма","аттийг",43.71,30.07,6.31,231
"4274","суметаияистийг","фыгс","мщО сУЛБЭКАИО",NA,"15/11/2017","15/11/2018","пеияаиас","аттийг",456.14,383.86,65.95,692
"11556416","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","афй5560","03/07/2017","03/01/2018","вакамдяи","аттийг",36.87,25.17,5.03,6
"1373033","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","ммм720","20/10/2017","20/01/2018","ахгмаиым","аттийг",47,29.53,5.91,437
"1310943","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","офо0109","09/02/2017","09/05/2017","ахгмаиым","аттийг",47,29.53,5.91,437
"19.211556399999999","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оим0364","26/09/2017","26/03/2018","ахгма","аттийг",71.64,49.49,10.39,1796
"яс1999","суметаияистийг","аутойимгтым","аМАМщЫСГ","аил7557","29/06/2017","29/12/2017",NA,NA,82,56.23,11.25,1769
"213795116","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","аил7557","29/12/2017","29/06/2018",NA,NA,91,61.54,12.31,1769
"19013261863","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фуо8503","09/05/2017","09/11/2017","ахгма","аттийг",132,89.26,17.85,467
"19013318050","имтеясакомийа","аутойимгтым","аМАМщЫСГ","убл5332","23/06/2017","23/12/2017",NA,NA,145,98.15,19.63,1726
"31250255","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","иои2201","01/08/2017","01/08/2018",NA,NA,129.63,88.62,17.72,68
"103042958","ALLIANZ еуяыпаийг пистг","аутойимгтым","мщО сУЛБЭКАИО","ийе4179","17/10/2017","17/01/2018",NA,NA,85.88,57.52,11.5,339
"1338660","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","ааи863","08/06/2017","08/09/2017","пеияаиас","аттийг",47,29.53,5.91,300
"09000206674","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","фла3148","15/07/2017","15/01/2018","ахгма","аттийг",278,197.58,41.74,1741
"яп0819","суметаияистийг","аутойимгтым","аМАМщЫСГ","убт1134","06/04/2017","06/10/2017","ахгма","аттийг",155.5,108.39,21.68,1741
"31350716","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","бвм870","12/12/2017","12/12/2018","ахгма","аттийг",84.28,57.95,11.59,1741
"30719006402","ацяотийг асжакистийг","аутойимгтым","аМАМщЫСГ","фла3148","15/01/2017","15/07/2017","ахгма","аттийг",280.46,192.44,23.58,1741
"31294217","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","убт1134","06/10/2017","06/04/2018","ахгма","аттийг",97.52,66.86,13.37,1741
"31348785","имтеяалеяийам","аутойимгтым","мщО сУЛБЭКАИО","илф5556","12/12/2017","12/12/2018","ахгма","аттийг",332.36,227.87,45.57,1841
"31348785","имтеяалеяийам","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","илф5556","21/12/2017","12/12/2018","ахгма","аттийг",7.41,5.1,1.02,1841
"19013561368","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ибм7981","08/09/2017","08/12/2017","ахгма","аттийг",67,45.4,9.08,53
"19013561368","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ибм7981","08/12/2017","08/03/2018","ахгма","аттийг",67,45.4,9.08,53
"213327680","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ибм7981","05/03/2017","05/06/2017","ахгма","аттийг",67,45.4,9.08,53
"213492409","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ибм7981","08/06/2017","08/09/2017","ахгма","аттийг",67,45.4,9.08,53
"19.211894770000001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","фяф985","02/11/2017","02/05/2018","ахгма","аттийг",45.46,31.27,6.57,1802
"19.210935800000001","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","обо569","14/10/2017","14/01/2018","ахгма","аттийг",28.25,19.42,4.08,1792
"19.210935800000001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","обо569","14/07/2017","14/10/2017","ахгма","аттийг",28.47,19.58,4.11,1792
"19.21091062","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","веу0697","13/10/2017","13/01/2018","йаккихеа","аттийг",28.25,19.42,4.08,1601
"19.210932620000001","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","уто0431","14/10/2017","14/01/2018","йаккихеа","аттийг",23.87,16.42,3.45,1601
"19.210932620000001","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","уто0431","14/07/2017","14/10/2017","йаккихеа","аттийг",22.93,15.78,3.31,1601
"19.21091062","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","веу0697","13/07/2017","13/10/2017","йаккихеа","аттийг",28.47,19.58,4.11,1601
"19.210621289999999","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","лул0393","04/07/2017","04/01/2018","паппадос","кесбоу",33.15,22.83,4.79,1791
"213361244","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","оул0002","27/03/2017","27/03/2018","вакамдяи","аттийг",173,117.39,23.48,1817
"19012885510","имтеясакомийа","аутойимгтым","аМАМщЫСГ","умл1680","14/02/2017","14/08/2017","пеияаиас","аттийг",111,75.11,15.02,42
"19012885510","имтеясакомийа","аутойимгтым","аМАМщЫСГ","умл1680","14/08/2017","14/02/2018","пеияаиас","аттийг",111,75.11,15.02,42
"7199801702","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","иоо6256","17/01/2017","17/01/2018","ациос дглгтяиос","аттийг",174.63,114.65,22.93,1118
"яв2152","суметаияистийг","аутойимгтым","аМАМщЫСГ","аил9616","26/10/2017","26/01/2018","ацяимио","аитыкойаямамиа",52.5,35.47,7.09,785
"1354551","аткамтийг емысг","аутойимгтым","мщО сУЛБЭКАИО","аий8137","19/07/2017","19/10/2017","ацяимио","аитыкойаямамиа",67.5,43,8.6,785
"ет5217","суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","аил9616","26/07/2017","26/10/2017","ацяимио","аитыкойаямамиа",52.5,35.47,7.09,785
"02039966392","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","аие2380","05/10/2017","05/01/2018","ацяимио","аитыкойаямамиа",62,42.14,9.27,785
"02039966392","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","аие2380","05/07/2017","05/10/2017","ацяимио","аитыкойаямамиа",62,42.14,9.27,785
"1354551","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","аий8137","19/10/2017","19/01/2018","ацяимио","аитыкойаямамиа",67.5,43.02,8.6,785
"11614853","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"19/12/2017","19/01/2018","ахгма","аттийг",52.42,13.99,2.38,1779
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/01/2017","07/02/2017","ахгма","аттийг",18.82,15.03,2.65,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/06/2017","04/07/2017","ахгма","аттийг",32.81,25.95,4.41,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/03/2017","07/04/2017","ахгма","аттийг",19.37,15.47,2.73,758
"11521818","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"04/04/2017","04/05/2017","ахгма","аттийг",67.54,25.95,4.41,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/05/2017","04/06/2017","ахгма","аттийг",32.81,25.95,4.41,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/12/2017","04/01/2018","ахгма","аттийг",32.81,25.95,4.41,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/02/2017","18/03/2017","ахгма","аттийг",17.32,13.84,2.44,758
"7199803095","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","ият7967","06/02/2017","06/02/2018","ахгма","аттийг",241.18,158.67,31.73,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/07/2017","04/08/2017","ахгма","аттийг",32.81,25.95,4.41,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/04/2017","18/05/2017","ахгма","аттийг",17.81,14.24,2.51,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/11/2017","04/12/2017","ахгма","аттийг",32.81,25.95,4.41,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/09/2017","04/10/2017","ахгма","аттийг",32.81,25.95,4.41,758
"11341377","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"07/10/2017","07/11/2017","ахгма","аттийг",0.01,0.01,2.1,758
"1000815869","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"06/12/2017","06/01/2018","ахгма","аттийг",33.82,33.45,12.23,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/03/2017","18/04/2017","ахгма","аттийг",17.32,13.84,2.44,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/08/2017","07/09/2017","ахгма","аттийг",19.37,15.47,2.73,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/09/2017","18/10/2017","ахгма","аттийг",17.81,14.24,2.26,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/05/2017","18/06/2017","ахгма","аттийг",17.81,14.24,2.51,758
"1000815869","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"06/11/2017","06/12/2017","ахгма","аттийг",33.82,33.45,12.23,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/12/2017","18/01/2018","ахгма","аттийг",17.81,14.24,2.26,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/10/2017","07/11/2017","ахгма","аттийг",19.37,15.47,0.41,758
"11521818","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"04/10/2017","04/11/2017","ахгма","аттийг",0.01,0.01,4.4,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/02/2017","07/03/2017","ахгма","аттийг",18.82,15.03,2.65,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/06/2017","18/07/2017","ахгма","аттийг",17.81,14.24,2.51,758
"11362276","GENERALI","фыгс","аМАМщЫСГ",NA,"18/07/2017","18/08/2017","ахгма","аттийг",17.81,14.24,2.51,758
"11341377","GENERALI","фыгс","аМАМщЫСГ",NA,"07/12/2017","07/01/2018","ахгма","аттийг",19.37,15.47,2.46,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/10/2017","04/11/2017","ахгма","аттийг",32.81,25.95,0.01,758
"11521818","GENERALI","фыгс","аМАМщЫСГ",NA,"04/08/2017","04/09/2017","ахгма","аттийг",32.81,25.95,4.41,758
