"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","Gross","Net","Commissions","id"
"11661299","GENERALI","аутойимгтым","аМАМщЫСГ","афй5560","25/10/2018","25/04/2019","вакамдяи",36.87,25.17,5.03,6
"11661299","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","афй5560","25/04/2018","25/10/2018","вакамдяи",36.87,25.17,5.03,6
"19.21406275","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","офа0844","28/07/2018","28/01/2019","вакамдяиоу",54.73,37.76,7.93,985
"11661401","GENERALI","фыгс","аМАМщЫСГ",NA,"25/08/2018","25/09/2018","вакамдяиоу",47.15,38.77,8.87,596
"11661401","GENERALI","фыгс","аМАМщЫСГ",NA,"25/06/2018","25/07/2018","вакамдяиоу",47.15,38.77,8.91,596
"11661401","GENERALI","фыгс","аМАМщЫСГ",NA,"25/12/2018","25/01/2019","вакамдяиоу",47.15,38.77,8.91,596
"11661401","GENERALI","фыгс","аМАМщЫСГ",NA,"25/07/2018","25/08/2018","вакамдяиоу",47.45,38.77,8.87,596
"11661401","GENERALI","фыгс","аМАМщЫСГ",NA,"25/05/2018","25/06/2018","вакамдяиоу",47.15,38.77,8.87,596
"11661401","GENERALI","фыгс","аМАМщЫСГ",NA,"25/10/2018","25/11/2018","вакамдяиоу",47.15,38.77,8.91,596
"11661401","GENERALI","фыгс","аМАМщЫСГ",NA,"25/09/2018","25/10/2018","вакамдяиоу",47.15,38.77,8.91,596
"11661401","GENERALI","фыгс","аМАМщЫСГ",NA,"25/11/2018","25/12/2018","вакамдяиоу",47.15,38.77,8.91,596
"11661401","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"25/04/2018","25/05/2018","вакамдяиоу",47.15,38.77,8.87,596
