"N_Policy","Company","Category","Type_policy","Char","Started","Expired","City","Gross","Net","Commissions","id"
"3190133685","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","флу5022","27/01/2018","27/01/2019","дажмг",162.78,111.22,20.46,682
"9190007016","еуяыпг аеца","аутойимгтым","мщО сУЛБЭКАИО","уля9236","10/08/2018","10/02/2019","пкылаяиоу",75.55,49.5,10.7,1690
"213897611","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","флл5636","15/03/2018","15/03/2019",NA,239,161.82,32.36,755
"11660354","GENERALI","аутойимгтым","аМАМщЫСГ","гай4987","24/10/2018","24/04/2019","лесокоцци",102.22,69.87,13.97,1890
"11660354","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","гай4987","24/04/2018","24/10/2018","лесокоцци",102.22,69.87,13.97,1890
NA,"суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","виф2276","08/02/2018","08/08/2018","виоу",111,72.57,14.51,1677
NA,"суметаияистийг","аутойимгтым","мщО сУЛБЭКАИО","виф2276","10/08/2018","10/02/2019","виоу",111,72.57,14.51,1677
"5102329","Eurolife FFH","аутойимгтым","мщО сУЛБЭКАИО","ибо8866","08/09/2018","08/03/2019","пеияаиас",113.64,77.92,15.58,986
"6178339","GROUPAMA","пуяос","аМАМщЫСГ",NA,"29/12/2018","29/12/2019",NA,85.84,62.17,14.3,1858
"11664027","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","ате3653","09/05/2018","09/11/2018","аята",97.91,67.07,13.41,904
"11724843","GENERALI","аутойимгтым","мщО сУЛБЭКАИО","ате3653","09/11/2018","09/11/2019","аята",175,119.91,23.98,904
"19.21261515","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оие0678","02/02/2018","02/08/2018","ахгма",69.9,48.07,10.09,1911
"6176064","GROUPAMA","пуяос","аМАМщЫСГ",NA,"03/10/2018","03/10/2019","м. иымиа",108.94,78.9,18.15,523
"1000868737","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"09/12/2018","09/01/2019","аицакеы-аттийгс",30.76,30.61,6.12,1875
"1000868943","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"10/11/2018","10/12/2018","аицакеы-аттийгс",40.79,40.59,8.12,1875
"1000868737","Eurolife FFH","фыгс","мщО сУЛБЭКАИО",NA,"09/10/2018","09/11/2018","аицакеы-аттийгс",39.43,27.54,6.12,1875
"1000868943","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"10/12/2018","10/01/2019","аицакеы-аттийгс",40.79,40.59,8.12,1875
"1000868737","Eurolife FFH","фыгс","аМАМщЫСГ",NA,"09/11/2018","09/12/2018","аицакеы-аттийгс",30.76,30.61,6.12,1875
"1000868943","Eurolife FFH","фыгс","мщО сУЛБЭКАИО",NA,"10/10/2018","10/11/2018","аицакеы-аттийгс",49.46,40.59,8.12,1875
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/06/2018","28/07/2018","меа иымиа",27.9,22.07,3.08,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/09/2018","28/10/2018","меа иымиа",27.9,22.07,3.08,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/06/2018","28/07/2018","меа иымиа",24.66,19.5,2.73,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/04/2018","28/05/2018","меа иымиа",27.9,22.07,3.08,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/07/2018","28/08/2018","меа иымиа",28.28,22.07,3.08,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/03/2018","28/04/2018","меа иымиа",27.9,22.07,3.09,98
"11695877","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"01/08/2018","01/09/2018","меа иымиа",31.44,25.39,0,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/08/2018","28/09/2018","меа иымиа",27.9,22.07,3.08,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/07/2018","28/08/2018","меа иымиа",25,19.5,2.73,98
"11695877","GENERALI","фыгс","аМАМщЫСГ",NA,"01/12/2018","01/01/2019","меа иымиа",31.44,25.39,6.44,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/02/2018","28/03/2018","меа иымиа",23.54,18.61,2.79,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/02/2018","28/03/2018","меа иымиа",26.73,21.14,3.17,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/05/2018","28/06/2018","меа иымиа",24.66,19.5,2.73,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/08/2018","28/09/2018","меа иымиа",24.66,19.5,2.73,98
"6163693","GROUPAMA","пуяос","аМАМщЫСГ",NA,"30/11/2018","31/05/2019","меа иымиа",101.04,73.19,17.57,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/12/2018","28/01/2019","меа иымиа",27.9,22.07,3.09,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/05/2018","28/06/2018","меа иымиа",27.9,22.07,3.08,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/04/2018","28/05/2018","меа иымиа",24.66,19.5,2.73,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/03/2018","28/04/2018","меа иымиа",24.66,19.5,2.73,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/01/2018","28/02/2018","меа иымиа",23.54,18.61,2.79,98
"11695877","GENERALI","фыгс","аМАМщЫСГ",NA,"01/11/2018","01/12/2018","меа иымиа",31.44,25.39,6.44,98
"11350766","GENERALI","фыгс","аМАМщЫСГ",NA,"28/01/2018","28/02/2018","меа иымиа",26.73,21.14,3.17,98
"11695877","GENERALI","фыгс","аМАМщЫСГ",NA,"01/10/2018","01/11/2018","меа иымиа",31.44,25.39,6.44,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/12/2018","28/01/2019","меа иымиа",24.66,19.5,2.73,98
"11350769","GENERALI","фыгс","аМАМщЫСГ",NA,"28/09/2018","28/10/2018","меа иымиа",24.66,19.5,2.73,98
"11695877","GENERALI","фыгс","аМАМщЫСГ",NA,"01/09/2018","01/10/2018","меа иымиа",31.44,25.39,6.44,98
"6163693","GROUPAMA","пуяос","аМАМщЫСГ",NA,"31/05/2018","30/11/2018","меа иымиа",101.04,73.19,17.57,98
"19.21311112","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","обг228","03/07/2018","03/01/2019","маупайтос",54.73,37.76,7.93,1710
"19.21311112","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","обг228","03/04/2018","03/07/2018","маупайтос",29.29,20.19,4.24,1710
"11508456","GENERALI","фыгс","аМАМщЫСГ",NA,"06/03/2018","06/09/2018","фыцяажоу",354.16,283.74,56.99,1772
"11508456","GENERALI","фыгс","аМАМщЫСГ",NA,"06/09/2018","06/03/2019","фыцяажоу",354.16,283.74,56.99,1772
"11508456","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"06/03/2018","06/09/2018","фыцяажоу",0.01,0.01,0,1772
"19.21287362","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","ффу0625","07/03/2018","07/06/2018","вакамдяи аттийгс",53.42,36.83,7.73,1913
"7190046726","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","втл0851","07/05/2018","07/11/2018","пкылаяи",34.52,23.5,4.7,482
"7190046726","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","втл0851","07/11/2018","07/05/2019","пкылаяи",36.52,24.96,4.99,482
"2013951","лиметта","аутойимгтым","аМАМщЫСГ","таа8169","19/06/2018","19/09/2018","ахгма",309,209.53,10.48,1706
"2013951","лиметта","аутойимгтым","аМАМщЫСГ","таа8169","19/09/2018","19/12/2018","ахгма",311,211.12,10.56,1706
"2013951","лиметта","аутойимгтым","аМАМщЫСГ","таа8169","19/03/2018","19/06/2018","ахгма",310,210.04,10.5,1706
"2013951","лиметта","аутойимгтым","аМАМщЫСГ","таа8169","20/12/2018","20/03/2019","ахгма",314,212.73,10.64,1706
"31250255","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","иои2201","01/08/2018","01/08/2019","еккгмийо",139.63,95.45,19.09,610
"6175503","GROUPAMA","пуяос","аМАМщЫСГ",NA,"20/10/2018","20/10/2019","гкиоупокеыс",166.71,120.75,27.77,588
"2045328118","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","тя3731","24/01/2018","24/07/2018","жутеиес",48,32.6,7.17,1937
"2045328118","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","тя3731","24/07/2018","24/01/2019","жутеиес",48,32.6,7.17,1937
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/11/2018","13/12/2018",NA,51.45,41.09,10.17,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/12/2018","13/01/2019",NA,52.99,42.34,8.98,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/10/2018","13/11/2018",NA,51.45,41.09,10.17,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/09/2018","20/10/2018",NA,24.84,20.07,4.73,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/08/2018","20/09/2018",NA,25.66,20.74,4.89,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/02/2018","20/03/2018",NA,25.66,20.74,4.89,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/01/2018","20/02/2018",NA,25.66,20.74,4.89,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/03/2018","13/04/2018",NA,51.45,41.09,10.17,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/11/2018","20/12/2018",NA,26.82,21.66,4.23,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/09/2018","13/10/2018",NA,51.45,41.09,10.17,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/06/2018","13/07/2018",NA,51.45,41.09,10.17,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/02/2018","20/03/2018",NA,24.84,20.07,4.73,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/12/2018","20/01/2019",NA,26.82,21.66,4.23,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/09/2018","20/10/2018",NA,25.66,20.74,4.89,177
"19013880652","имтеясакомийа","аутойимгтым","аМАМщЫСГ","флг7394","25/07/2018","25/01/2019",NA,140,95.29,19.06,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/05/2018","13/06/2018",NA,51.45,41.09,10.17,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/03/2018","20/04/2018",NA,24.84,20.07,4.73,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/11/2018","20/12/2018",NA,27.75,22.43,4.37,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/07/2018","13/08/2018",NA,51.45,41.09,10.17,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/04/2018","20/05/2018",NA,25.66,20.74,4.89,177
"11604167","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/03/2018","20/04/2018",NA,0.01,0.01,0,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/01/2018","20/02/2018",NA,24.84,20.07,4.73,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/08/2018","20/09/2018",NA,24.84,20.07,4.73,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/02/2018","13/03/2018",NA,51.45,41.09,10.17,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/04/2018","13/05/2018",NA,51.45,41.09,10.17,177
"19013880652","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","флг7394","25/01/2018","25/07/2018",NA,126,85.76,17.15,177
"11604169","GENERALI","фыгс","п пЯэНГ лЕТАТЯОПчР",NA,"20/03/2018","20/04/2018",NA,0.01,0.01,0,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/08/2018","13/09/2018",NA,51.45,41.09,10.17,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/07/2018","20/08/2018",NA,25.05,20.07,4.73,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/04/2018","20/05/2018",NA,24.84,20.07,4.73,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/07/2018","20/08/2018",NA,25.86,20.74,4.89,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/06/2018","20/07/2018",NA,25.66,20.74,4.89,177
"19013880652","имтеясакомийа","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","флг7394","25/07/2018","25/01/2019",NA,0.44,0.3,0.06,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/06/2018","20/07/2018",NA,24.84,20.07,4.73,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/12/2018","20/01/2019",NA,27.75,22.43,4.37,177
"11604167","GENERALI","фыгс","аМАМщЫСГ",NA,"20/05/2018","20/06/2018",NA,24.84,20.07,4.73,177
"11612563","GENERALI","фыгс","аМАМщЫСГ",NA,"13/01/2018","13/02/2018",NA,51.45,41.09,10.17,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/03/2018","20/04/2018",NA,25.66,20.74,4.89,177
"11604169","GENERALI","фыгс","аМАМщЫСГ",NA,"20/05/2018","20/06/2018",NA,25.66,20.74,4.89,177
"2049887270","ERGO A.A.E.Z","аутойимгтым","мщО сУЛБЭКАИО","леа9913","30/06/2018","30/12/2018","ацяимио",92,62.76,13.68,1780
"2049887270","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","леа9913","30/12/2018","30/06/2019","ацяимио",91,62.07,13.55,1780
"2038175023","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","убу7376","23/11/2018","23/05/2019","лецакопокг",45,30.12,6.63,1813
"2038175023","ERGO A.A.E.Z","аутойимгтым","аМАМщЫСГ","убу7376","23/05/2018","23/11/2018","лецакопокг",45,30.12,6.63,1813
"7190102388","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","гбя0330","10/05/2018","10/05/2019","йаккихеас",72.06,49.03,9.81,738
"19.21089045","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","гбу589","13/07/2018","13/07/2019","ахгма",83.77,57.78,12.13,1003
"19013825287","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фгг3685","24/02/2018","24/05/2018","ацяимио",60,40.65,8.13,1826
"60077815","ехмийг аСЖАКИСТИЙч","аутойимгтым","мщО сУЛБЭКАИО","уфл3298","05/01/2018","05/07/2018",NA,99.95,71.06,16.34,1956
"60077815","ехмийг аСЖАКИСТИЙч","одийгс богхеиас","п пЯэНГ лЕТАТЯОПчР","уфл3298","05/01/2018","05/07/2018",NA,20.91,18.18,1.27,1956
"30958401","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","иой1613","03/11/2018","03/11/2019","фаваяы",242.23,166.41,33.28,1742
"7190093223","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","умг8045","09/03/2018","09/03/2019",NA,119.32,81.08,16.22,1847
"213923162","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ифя0702","30/03/2018","30/03/2019","ациос иыаммгс яемтгс-аттийгс",110,74.97,14.99,611
"214278759","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","аиф2453","14/12/2018","14/01/2019","ацяимио",22,14.52,2.9,1683
NA,"суметаияистийг","аутойимгтым","аМАМщЫСГ","иел6689","11/08/2018","11/08/2019","аицакеы",365,256.15,51.23,1519
"31276351","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ути3006","07/06/2018","07/09/2018","аицакеы",85.44,58.57,11.71,1519
"31276351","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ути3006","07/03/2018","07/06/2018","аицакеы",85.44,58.57,11.71,1519
"31276351","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","ути3006","07/09/2018","07/09/2019","аицакеы",265.11,181.73,36.35,1519
"19012661061","имтеясакомийа","аутойимгтым","аМАМщЫСГ","улм9637","22/02/2018","22/05/2018","йаккихеа",60,40.65,8.13,939
"19012661061","имтеясакомийа","аутойимгтым","аМАМщЫСГ","улм9637","22/05/2018","22/08/2018","йаккихеа",60,40.65,8.13,939
"19012661061","имтеясакомийа","аутойимгтым","аМАМщЫСГ","улм9637","22/08/2018","22/11/2018","йаккихеа",59,40.07,8.01,939
"19012661061","имтеясакомийа","аутойимгтым","аМАМщЫСГ","улм9637","22/11/2018","22/02/2019","йаккихеа",59,40.07,8.01,939
"11688067","GENERALI","фыгс","аМАМщЫСГ",NA,"10/09/2018","10/10/2018","пеяистеяи",19.33,15.28,2.59,1895
"11688067","GENERALI","фыгс","аМАМщЫСГ",NA,"10/12/2018","10/01/2019","пеяистеяи",19.33,15.28,2.59,1895
"11688067","GENERALI","фыгс","мщО сУЛБЭКАИО",NA,"10/07/2018","10/08/2018","пеяистеяи",54.06,15.28,2.59,1895
"11688067","GENERALI","фыгс","аМАМщЫСГ",NA,"10/08/2018","10/09/2018","пеяистеяи",19.33,15.28,2.59,1895
"11688067","GENERALI","фыгс","аМАМщЫСГ",NA,"10/11/2018","10/12/2018","пеяистеяи",19.33,15.28,2.59,1895
"213907122","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ийф9476","23/03/2018","23/03/2019",NA,274,185.97,37.19,410
"213972103","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ата9111","30/04/2018","30/04/2019","аята",232,157.05,31.41,928
"7199807795","INTERASCO","аутойимгтым","аМАМщЫСГ","ифи8709","01/04/2018","01/04/2019",NA,186.77,122.34,24.47,728
"1323356","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","вмт9335","05/10/2018","05/01/2019","ваздаяи",79,50.5,9.37,38
"1323356","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","вмт9335","05/04/2018","05/07/2018","ваздаяи",79,50.5,9.37,38
"1323356","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","вмт9335","05/07/2018","05/10/2018","ваздаяи",79,50.5,9.37,38
"1323356","аткамтийг емысг","аутойимгтым","аМАМщЫСГ","вмт9335","05/01/2018","05/04/2018","ваздаяи",79,50.5,9.37,38
"31163674","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","офя765","16/05/2018","16/05/2019","ахгма",233.52,160.75,32.15,466
"6164239","GROUPAMA","пуяос","аМАМщЫСГ",NA,"27/12/2018","27/12/2019","ацяимио",75.02,54.34,13.04,472
"9778256","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","аим3542","28/03/2018","28/03/2019","ацяимио",138.07,94.64,18.93,1760
"19.21374472","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","оми0449","18/12/2018","18/03/2019","фыцяажоу",27.33,18.87,3.96,248
"19.21374472","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","оми0449","18/06/2018","18/09/2018","фыцяажоу",29.29,20.19,4.24,248
"19.21374472","INTERLIFE асжакистийг","аутойимгтым","аМАМщЫСГ","оми0449","18/09/2018","18/12/2018","фыцяажоу",29.29,20.19,4.24,248
"7199902857","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","итт3375","23/02/2018","23/02/2019","яодос",133.88,87.6,17.52,478
"7199902957","INTERASCO","аутойимгтым","мщО сУЛБЭКАИО","итт3373","27/02/2018","27/02/2019","яодос",169.37,111.15,22.23,478
"19.21504335","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","лта348","18/12/2018","18/06/2019","пкылаяи",42.02,28.98,6.08,1925
NA,"AIG","аутойимгтым","мщО сУЛБЭКАИО","итв2880","13/03/2018","13/03/2019","паппадос-кесбоу",102.77,76.35,15.27,1970
"7190099909","PRIME INSURANCE","аутойимгтым","мщО сУЛБЭКАИО","фйа0599","24/04/2018","24/10/2018","цакатси",41.23,28.05,5.61,569
"7190099909","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","фйа0599","24/10/2018","24/04/2019","цакатси",42.98,29.37,5.87,569
"6022977","GROUPAMA","сйажым","мщО сУЛБЭКАИО",NA,"15/06/2018","15/06/2019","цакатси",351.64,297.95,50.65,569
"19.21311848","INTERLIFE асжакистийг","аутойимгтым","мщО сУЛБЭКАИО","офя0361","07/04/2018","07/04/2019","ахгма",167.66,116.01,24.36,1916
"6184578","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"09/09/2018","09/03/2019","гяайкеиоу",72.09,52.21,12.01,659
"213873808","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","умв8902","28/02/2018","28/02/2019","мийаиа аттийгс",498,339.97,67.99,1929
"19013942743","имтеясакомийа","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","умв8902","28/02/2018","28/02/2019","мийаиа аттийгс",12.96,9.17,1.83,1929
"8170006161","еуяыпг аеца","пуяос","аМАМщЫСГ",NA,"19/09/2018","19/09/2019","ахгма",114.05,79,18.57,1758
NA,"AIG","аутойимгтым","мщО сУЛБЭКАИО","ито7976","12/11/2018","12/05/2019","йаккихеа-аттийгс",121.01,90.32,18.06,1754
NA,"AIG","аутойимгтым","п пЯэНГ лЕТАТЯОПчР","ито7976","12/11/2018","12/05/2019","йаккихеа-аттийгс",480.33,360.62,72.12,1754
"213993718","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ийф3039","09/05/2018","09/08/2018","ахгмаиым",47,31.16,6.23,1942
"7190052033","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","яии7149","29/06/2018","29/06/2019",NA,191.38,131.17,24.01,362
"19013707447","имтеясакомийа","аутойимгтым","аМАМщЫСГ","фгл4713","19/02/2018","19/08/2018","ахгмаиым",161,109.03,21.81,1824
"19013783099","имтеясакомийа","аутойимгтым","аМАМщЫСГ","флй6402","18/10/2018","18/10/2019","ахгмаиым",248,168.15,33.63,1824
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/09/2018","17/10/2018","меа иымиа",95.3,75.37,11.29,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/08/2018","17/09/2018","меа иымиа",95.3,75.37,11.28,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/05/2018","17/06/2018","меа иымиа",90.49,71.57,12.14,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/06/2018","17/07/2018","меа иымиа",90.49,71.57,12.14,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/03/2018","17/04/2018","меа иымиа",90.49,71.57,12.15,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/07/2018","17/08/2018","меа иымиа",96.6,75.37,11.28,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/11/2018","17/12/2018","меа иымиа",95.3,75.37,11.29,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/10/2018","17/11/2018","меа иымиа",95.3,75.37,11.29,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/04/2018","17/05/2018","меа иымиа",90.49,71.57,12.14,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/12/2018","17/01/2019","меа иымиа",95.3,75.37,11.29,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/02/2018","17/03/2018","меа иымиа",90.49,71.57,12.15,1777
"11563316","GENERALI","фыгс","аМАМщЫСГ",NA,"17/01/2018","17/02/2018","меа иымиа",90.49,71.57,12.15,1777
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/11/2018","10/12/2018","меа иымиа",115.91,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/09/2018","10/10/2018","меа иымиа",115.91,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/07/2018","10/08/2018","меа иымиа",117.49,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/06/2018","10/07/2018","меа иымиа",115.91,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/10/2018","10/11/2018","меа иымиа",115.91,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/03/2018","10/04/2018","меа иымиа",115.91,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/01/2018","10/02/2018","меа иымиа",109.76,86.78,13.02,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/08/2018","10/09/2018","меа иымиа",115.91,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/02/2018","10/03/2018","меа иымиа",109.76,86.78,13.01,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/12/2018","10/01/2019","меа иымиа",115.91,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/04/2018","10/05/2018","меа иымиа",115.91,91.65,12.82,1185
"11343551","GENERALI","фыгс","аМАМщЫСГ",NA,"10/05/2018","10/06/2018","меа иымиа",115.91,91.65,12.82,1185
"19013889136","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ийу0631","16/07/2018","16/01/2019","аттийг",65,44.44,8.89,1928
"213820197","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","ийу0631","16/01/2018","16/07/2018","аттийг",65,44.44,8.89,1928
"7190075295","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","луб2027","11/10/2018","11/04/2019",NA,75.8,51.83,10.37,1864
"7190075295","PRIME INSURANCE","аутойимгтым","аМАМщЫСГ","луб2027","11/04/2018","11/10/2018",NA,77.35,52.55,10.51,1864
"19013877841","имтеясакомийа","аутойимгтым","мщО сУЛБЭКАИО","оау0153","18/01/2018","18/01/2019",NA,159,108.21,21.64,1028
"9788946","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фви5782","19/04/2018","19/10/2018","йояыпи",173.14,118.74,23.75,1761
"9788946","имтеяалеяийам","аутойимгтым","аМАМщЫСГ","фви5782","19/10/2018","19/04/2019","йояыпи",178.11,122.18,24.44,1761
"6185946","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"04/11/2018","04/11/2019","каяиса",495.21,358.65,82.49,1781
"299185","DAS","молийгс пяостасиас","мщО сУЛБЭКАИО","яяе 1617","30/12/2018","30/12/2019","каяиса",23,18.18,4.73,1781
"6185929","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"04/11/2018","04/11/2019","каяиса",749.87,590.6,106.31,1781
"6185947","GROUPAMA","пуяос","мщО сУЛБЭКАИО",NA,"04/11/2018","04/11/2019","каяиса",375.19,271.2,60.14,1781
"7199711874","INTERASCO","аутойимгтым","аМАМщЫСГ","ифл6183","16/01/2018","16/01/2019","йаккихеас",301.67,198.9,39.78,382
"19013849847","имтеясакомийа","аутойимгтым","аМАМщЫСГ","ффг8687","15/06/2018","15/06/2019",NA,243,164.59,32.92,535
"9190005545","еуяыпг аеца","аутойимгтым","мщО сУЛБЭКАИО","улг6154","08/02/2018","08/08/2018","лутикгмгс",63.3,42.04,9.06,11
"19013819220","имтеясакомийа","аутойимгтым","аМАМщЫСГ","луй0032","20/05/2018","20/11/2018","лутикгмгс",32,21.31,4.26,11
"9190005545","еуяыпг аеца","аутойимгтым","аМАМщЫСГ","улг6154","08/08/2018","08/02/2019","лутикгмгс",64.18,42.04,9.06,11
