"N_Policy","Company","Category","Char","Started","Expired","TK","City","District","Mark","Use","Gender","Gross","Net","Commissions","id"
"185914","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΡ9109","24/07/2021","24/10/2021","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FIAT","ΕΙΧ","1",1.25,0.91,0.2,496
"61229647","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΡ9109","24/07/2021","24/10/2021","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FIAT","ΕΙΧ","1",42.62,30.44,6.34,496
"135416","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΡ9109","24/01/2021","24/04/2021","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FIAT","ΕΙΧ","1",1.25,0.91,0.2,496
"70397","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΑΙΡ9109","24/07/2021","24/10/2021","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FIAT","ΕΙΧ","1",4.5,3.05,0.4,496
"61229647","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΑΙΡ9109","24/04/2021","24/07/2021","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FIAT","ΕΙΧ","1",42.16,30.12,6.27,496
"49412","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΑΙΡ9109","24/04/2021","24/07/2021","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FIAT","ΕΙΧ","1",4.5,3.05,0.4,496
"213697","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΑΙΡ9109","24/10/2021","24/01/2022","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FIAT","ΕΙΧ","1",1.25,0.91,0.2,496
"319204","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΑΙΡ9109","24/01/2021","24/04/2021","30027","ΑΓΙΟΣ ΚΩΝΣΤΑΝΤΙ","ΑΙΤΩΛΟΑΚΑΡΝΑΝΙΑ","FIAT","ΕΙΧ","1",5,3.48,0.16,496
"32283242","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΥ7584","10/06/2021","10/06/2022","17675","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","MERCEDES","ΕΙΧ","1",211.34,145.09,14.51,534
"166662","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΗΥ7584","10/06/2021","10/06/2022","17675","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","MERCEDES","ΕΙΧ","1",5,3.62,0.8,534
"32708742","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΚΥ8007","16/05/2021","16/05/2022","17672","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",227.22,155.93,15.59,766
"171346","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΚΥ8007","16/05/2021","16/05/2022","17672","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","HYUNDAI","ΕΙΧ","1",5,3.62,0.8,766
"402149","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΙΡ7297","13/07/2021","13/07/2022","83100","ΣΑΜΟΣ","ΣΑΜΟΥ","BMW","ΕΙΧ","1",22,15.3,0.61,445
"175134","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΙΡ7297","13/07/2021","13/07/2022","83100","ΣΑΜΟΣ","ΣΑΜΟΥ","BMW","ΕΙΧ","1",5,3.62,0.8,445
"31923020","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΙΡ7297","13/07/2021","13/07/2022","83100","ΣΑΜΟΣ","ΣΑΜΟΥ","BMW","ΕΙΧ","1",114.51,78.41,7.84,445
"97280","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΥΙΡ7297","13/07/2021","13/07/2022","83100","ΣΑΜΟΣ","ΣΑΜΟΥ","BMW","ΕΙΧ","1",3,2.01,0.44,445
"92011","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΜΥΕ8352","26/10/2021","26/04/2022","81200","ΠΛΩΜΑΡΙ","ΛΕΣΒΟΥ","Citroen","ΕΙΧ","1",9,6.12,0.8,1018
"M20210425887-2","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΜΥΕ8352","26/10/2021","26/04/2022","81200","ΠΛΩΜΑΡΙ","ΛΕΣΒΟΥ","Citroen","ΕΙΧ","1",48.85,42.09,4.84,1018
"M20210425887-1","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΜΥΕ8352","26/04/2021","25/10/2021","81200","ΠΛΩΜΑΡΙ","ΛΕΣΒΟΥ","CITROEN","ΕΙΧ","1",48.87,42.11,4.84,1018
"54059","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΜΥΕ8352","26/04/2021","26/10/2021","81200","ΠΛΩΜΑΡΙ","ΛΕΣΒΟΥ","CITROEN","ΕΙΧ","1",9,6.12,0.8,1018
"355994","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΜΗ0079","11/03/2021","11/03/2022","15233","ΧΑΛΑΝΔΡΙ","ΑΤΤΙΚΗΣ","HONDA","ΜΟΤΟ","1",18,12.52,0.63,987
"419165195","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΗ0079","11/03/2021","11/03/2022","15233","ΧΑΛΑΝΔΡΙ","ΑΤΤΙΚΗΣ","HONDA","ΜΟΤΟ","1",97.28,71.23,14.96,987
"219479","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΝΚ2783","27/10/2021","27/10/2022","18454","ΝΙΚΑΙΑ","ΑΤΤΙΚΗΣ","SKODA","ΕΙΧ","2",5,3.62,0.8,103
"32886139","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΚ2783","27/10/2021","27/10/2022","18454","ΝΙΚΑΙΑ","ΑΤΤΙΚΗΣ","SKODA","ΕΙΧ","2",239.99,164.65,16.47,103
"M20210110576-1","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΑ1775","04/01/2021","03/01/2022","18546","ΠΕΙΡΑΙΑΣ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",149.42,128.61,14.79,1022
"32933601","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΟΙ2597","14/12/2021","14/12/2022","24009","ΘΟΥΡΙΑ","ΜΕΣΣΗΝΙΑΣ","NISSAN","ΕΙΧ","1",110,75.24,7.52,525
"419183353","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΧΤΝ745","22/05/2021","22/05/2022","14121","ΗΡΑΚΛΕΙΟ","ΑΤΤΙΚΗΣ","MONTESA","ΜΟΤΟ","1",90.26,76.15,4.57,525
"32909639","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΜΝ2467","17/11/2021","17/11/2022","15238","ΧΑΛΑΝΔΡΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",155.03,106,10.6,903
"512689","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΜΝ2467","17/11/2021","17/11/2022","15238","ΧΑΛΑΝΔΡΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",18,12.52,0.63,903
"M20201116443-2","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΥΜΝ2467","17/11/2021","16/11/2022","15238","ΧΑΛΑΝΔΡΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",200.41,0,0,903
"220997","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΜΝ2467","17/11/2021","17/11/2022","15238","ΧΑΛΑΝΔΡΙ","ΑΤΤΙΚΗΣ","TOYOTA","ΕΙΧ","1",4,2.9,0.32,903
"200445","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΗΤ6556","28/08/2021","28/08/2022","16674","ΓΛΥΦΑΔΑ","ΑΤΤΙΚΗΣ","ROVER","ΕΙΧ","2",4,2.9,0.64,866
"32833263","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΤ6556","28/08/2021","28/08/2022","16674","ΓΛΥΦΑΔΑ","ΑΤΤΙΚΗΣ","ROVER","ΕΙΧ","2",156.3,106.86,10.69,866
"460701","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΗΤ6556","28/08/2021","28/08/2022","16674","ΓΛΥΦΑΔΑ","ΑΤΤΙΚΗΣ","ROVER","ΕΙΧ","2",18,12.52,0.63,866
"7199909314","INTERASCO","ΑΥΤΟΚΙΝΗΤΟ","ΥΤΖ6377","11/08/2021","11/08/2022","13672","ΑΧΑΡΝΕΣ","ΑΤΤΙΚΗΣ","MERCEDES-B","ΕΙΧ","1",300.67,197.36,33.55,609
"433897","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΤΖ6377","11/08/2021","11/08/2022","13672","ΑΧΑΡΝΕΣ","ΑΤΤΙΚΗΣ","MERCEDES-B","ΕΙΧ","1",22,15.3,0.61,609
"325341","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΖΜ3174","20/01/2021","20/04/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",5,3.48,0.16,116
"177834","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΜ3174","20/07/2021","20/10/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",1.25,0.91,0.2,116
"354409","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΖΜ3174","20/04/2021","20/07/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",5,3.48,0.16,116
"109901","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΖΜ3174","20/10/2021","20/01/2022","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",0.75,0.5,0.11,116
"465846","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΖΜ3174","20/10/2021","20/01/2022","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",5,3.48,0.16,116
"138924","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΜ3174","20/01/2021","20/04/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",1.25,0.91,0.2,116
"153993","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΜ3174","20/04/2021","20/07/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",1.25,0.91,0.2,116
"203341","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΖΜ3174","20/10/2021","20/01/2022","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",1.25,0.91,0.2,116
"62632302","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΜ3174","20/10/2021","20/01/2022","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",53.81,38.41,6.82,116
"62632302","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΜ3174","20/07/2021","20/10/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",53.81,38.41,6.91,116
"406287","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΖΜ3174","20/07/2021","20/10/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",5,3.48,0.16,116
"62632302","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΜ3174","20/01/2021","20/04/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",53.81,38.41,6.91,116
"86968","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΖΜ3174","20/04/2021","20/07/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",0.75,0.5,0.11,116
"62632302","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΜ3174","20/04/2021","20/07/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",53.81,38.41,6.91,116
"98598","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΖΜ3174","20/07/2021","20/10/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",0.75,0.5,0.11,116
"79749","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΖΜ3174","20/01/2021","20/04/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",0.75,0.5,0.11,116
"1579457","ΑΤΛΑΝΤΙΚΗ ΕΝΩΣΗ","ΑΥΤΟΚΙΝΗΤΟ","ΖΖΜ3174","20/01/2021","20/04/2021","11741","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",59.5,37.62,4.14,116
"31821077","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΜΥΖ6150","05/10/2021","05/04/2022","81100","ΜΥΤΙΛΗΝΗ","ΛΕΣΒΟΥ","OPEL","ΕΙΧ","1",60.27,41.17,4.12,418
"31821077","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΜΥΖ6150","05/04/2021","05/10/2021","81100","ΜΥΤΙΛΗΝΗ","ΛΕΣΒΟΥ","OPEL","ΕΙΧ","1",60.63,41.42,4.14,418
"126626","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΙΕΒ8520","27/12/2021","27/03/2022","11474","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","2",0.75,0.5,0.11,657
"122938","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΙΕΒ8520","27/12/2021","27/03/2022","11474","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","2",4.5,3.05,0.4,657
"210268","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΕΒ8520","27/09/2021","27/12/2021","11474","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",1.25,0.91,0.2,657
"241296","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΕΒ8520","27/12/2021","27/03/2022","11474","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","2",1,0.72,0.08,657
"61335205","GROUPAMA","ΑΥΤΟΚΙΝΗΤΟ","ΙΕΒ8520","27/12/2021","27/03/2022","11474","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","2",58.06,41.46,8.89,657
"557612","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΕΒ8520","27/12/2021","27/03/2022","11474","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","2",4.5,3.13,0.16,657
"32868699","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΕΒ8520","27/09/2021","27/12/2021","11474","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","MITSUBISHI","ΕΙΧ","1",79.85,54.82,5.48,657
"M20201221484-2","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΜΥΖ8585","25/12/2021","24/12/2022","81106","ΠΑΠΠΑΔΟΣ","ΛΕΣΒΟΥ","KIA","ΕΙΧ","1",79.58,68.57,7.89,621
"31701391","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΖΧΜ1506","08/12/2021","08/12/2022","15343","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SEAT","ΕΙΧ","1",204.86,140.78,14.08,213
"221163","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΖΧΜ1506","08/12/2021","08/12/2022","15343","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","SEAT","ΕΙΧ","1",5,3.62,0.8,213
"93828","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΗΙ6012","20/06/2021","20/12/2021","15341","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","CITROEN","ΕΙΧ","2",1.5,1,0.22,363
"384115","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΗΙ6012","20/06/2021","20/12/2021","15341","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","CITROEN","ΕΙΧ","2",11,7.66,0.31,363
"511808","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΖΗΙ6012","20/12/2021","20/06/2022","15341","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","CITROEN","ΕΙΧ","2",11,7.66,0.31,363
"117815","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΖΗΙ6012","20/12/2021","20/06/2022","15341","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","CITROEN","ΕΙΧ","2",1.5,1,0.22,363
"62172101","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΖΗΙ6012","20/06/2021","20/12/2021","15341","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","CITROEN","ΕΙΧ","2",107.02,76.49,13.59,363
"62172101","ΕΘΝΙΚΗ Ασφαλιστική","ΑΥΤΟΚΙΝΗΤΟ","ΖΗΙ6012","20/12/2021","20/06/2022","15341","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","CITROEN","ΕΙΧ","2",107.02,76.49,13.59,363
"135767","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΚΡΒ4483","28/02/2021","28/08/2021","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","ALFA ROMEO","ΕΙΧ","1",2.5,1.81,0.4,76
"32412419","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΚΡΒ4483","28/02/2021","28/08/2021","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","ALFA ROMEO","ΕΙΧ","1",62.28,42.54,4.25,76
"59311","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΥΗΙ3228","17/05/2021","17/11/2021","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",9,6.12,0.8,76
"319852","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΚΡΒ4483","28/02/2021","28/08/2021","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","ALFA ROMEO","ΕΙΧ","1",10,6.96,0.31,76
"394715","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΗΙ3228","17/05/2021","17/11/2021","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",9,6.26,0.31,76
"M20201116449-3","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΙ3228","17/11/2021","19/05/2022","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","Fiat","ΕΙΧ","1",58.78,50.66,5.83,76
"78121","INTERASCO","ΠΡΟΣΩΠΙΚΟ ΑΤΥΧΗΜΑ (ΟΧΗΜΑ)","ΚΡΒ4483","28/02/2021","28/08/2021","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","ALFA ROMEO","ΕΙΧ","1",1.5,1,0.22,76
"32412419","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΚΡΒ4483","28/08/2021","28/02/2022","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","ALFA ROMEO","ΕΙΧ","1",62.87,42.93,4.29,76
"499565","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΗΙ3228","17/11/2021","19/05/2022","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","Fiat","ΕΙΧ","1",10.17,7.07,0.32,76
"M20201116449-2","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΙ3228","17/05/2021","16/11/2021","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","FIAT","ΕΙΧ","1",54.53,46.95,5.4,76
"98641","ETU Forsikring A/S","ΘΡΑΥΣΗ ΚΡΥΣΤΑΛΛΩΝ","ΥΗΙ3228","17/11/2021","19/05/2022","11363","ΑΘΗΝΑ","ΑΤΤΙΚΗΣ","Fiat","ΕΙΧ","1",9.1,6.18,0.8,76
"222021","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΡΖΚ1767","01/12/2021","01/12/2022","48100","ΠΡΕΒΕΖΑ","ΠΡΕΒΕΖΑΣ","HONDA","ΕΙΧ","1",5,3.62,0.8,223
"32058424","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΡΖΚ1767","01/12/2021","01/12/2022","48100","ΠΡΕΒΕΖΑ","ΠΡΕΒΕΖΑΣ","HONDA","ΕΙΧ","1",190.04,130.45,13.05,223
"M20211021225-1","Hellas Direct","ΑΥΤΟΚΙΝΗΤΟ","ΥΗΕ502","05/10/2021","04/10/2022","15341","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","BMW","ΜΟΤΟ","1",98.83,85.14,9.79,1016
"490403","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΥΗΕ502","05/10/2021","05/10/2022","15341","ΑΓΙΑ ΠΑΡΑΣΚΕΥΗ","ΑΤΤΙΚΗΣ","BMW","ΜΟΤΟ","1",18,12.52,0.63,1016
"490591","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΟΗΒ269","06/10/2021","06/10/2022","17671","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","DAYANG","ΜΟΤΟ","1",18,12.52,0.63,1006
"419210204","UNIQUE","ΑΥΤΟΚΙΝΗΤΟ","ΟΗΒ269","06/10/2021","06/10/2022","17671","ΚΑΛΛΙΘΕΑ","ΑΤΤΙΚΗΣ","DAYANG","ΜΟΤΟ","1",58.88,49.4,2.96,1006
"32363639","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΧ2360","26/07/2021","26/01/2022","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",130.85,89.73,8.97,593
"175518","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΝΧ2360","26/07/2021","26/01/2022","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",2.5,1.81,0.4,593
"32363639","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΝΧ2360","26/01/2021","26/07/2021","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",131.53,90.2,9.02,593
"131197","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΥΝΧ2360","26/01/2021","26/07/2021","15125","ΜΑΡΟΥΣΙ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",2.5,1.81,0.4,593
"32945984","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΥΚΜ7801","09/12/2021","09/06/2022","84500","ΑΝΔΡΟΣ","ΚΥΚΛΑΔΩΝ","VOLKSWAGEN","ΕΙΧ","1",51.3,35.03,3.5,979
"176994","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΜΕ3891","21/07/2021","21/01/2022","19003","ΜΑΡΚΟΠΟΥΛΟ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",2.5,1.81,0.4,296
"32344919","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΕ3891","21/01/2021","21/07/2021","19003","ΜΑΡΚΟΠΟΥΛΟ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",76.83,52.46,5.25,296
"32344919","ANYTIME","ΑΥΤΟΚΙΝΗΤΟ","ΙΜΕ3891","21/07/2021","21/01/2022","19003","ΜΑΡΚΟΠΟΥΛΟ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",77.71,53.05,5.31,296
"405039","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΜΕ3891","21/07/2021","21/01/2022","19003","ΜΑΡΚΟΠΟΥΛΟ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",10,6.96,0.31,296
"308659","EUROP ASSISTANCE","ΟΔΙΚΗ ΒΟΗΘΕΙΑ","ΙΜΕ3891","21/01/2021","21/07/2021","19003","ΜΑΡΚΟΠΟΥΛΟ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",10,6.96,0.31,296
"130262","ARAG","ΝΟΜΙΚΗ ΠΡΟΣΤΑΣΙΑ","ΙΜΕ3891","21/01/2021","21/07/2021","19003","ΜΑΡΚΟΠΟΥΛΟ","ΑΤΤΙΚΗΣ","PEUGEOT","ΕΙΧ","1",2.5,1.81,0.4,296
